mileage,make,model,fuel,gear,offerType,price,hp,year of sale
92800,Volkswagen,Golf,Gasoline,Manual,Used,6877,122.0,2011
96200,Renault,Megane,Gasoline,Manual,Used,6950,110.0,2011
91894,Renault,Scenic,Diesel,Manual,Used,6970,131.0,2011
127500,Opel,Zafira,Gasoline,Manual,Used,6972,116.0,2011
104,Ford,Transit,Diesel,Manual,Used,6990,86.0,2011
59580,Opel,Meriva,Diesel,Automatic,Used,6990,101.0,2011
84000,Volkswagen,Golf,Gasoline,Manual,Used,6990,105.0,2011
72000,Volkswagen,Polo,Gasoline,Manual,Used,6999,60.0,2011
190000,Renault,Espace,Diesel,Manual,Used,6999,150.0,2011
190000,Renault,Grand Espace,Diesel,Manual,Used,6999,150.0,2011
82000,Opel,Corsa,Gasoline,Manual,Used,7000,101.0,2011
81970,Volkswagen,Golf,Gasoline,Manual,Used,7850,105.0,2012
193333,Volkswagen,Cross Touran,Diesel,Manual,Used,7900,105.0,2012
113000,Volkswagen,Beetle,Gasoline,Manual,Used,7900,105.0,2012
117000,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,7949,105.0,2012
104250,Opel,Astra,Gasoline,Manual,Used,7950,140.0,2012
105000,Opel,Astra,Gasoline,Manual,Used,7980,179.0,2012
114164,Ford,Focus,Gasoline,Manual,Used,7990,125.0,2012
51200,Renault,Scenic,Gasoline,Manual,Used,8000,131.0,2012
107000,Opel,Insignia,Diesel,Manual,Used,8000,160.0,2012
73760,Opel,Zafira,Gasoline,Manual,Used,8990,140.0,2013
113000,Volkswagen,Beetle,Gasoline,Manual,Used,8990,160.0,2013
7400,Opel,Adam,Gasoline,Manual,Used,8990,101.0,2013
86980,Ford,B-Max,Gasoline,Manual,Used,8995,120.0,2013
98000,Volkswagen,Golf Variant,Diesel,Automatic,Used,8999,105.0,2013
98988,Ford,Transit,Diesel,Manual,Used,8999,101.0,2013
41124,Opel,Adam,Gasoline,Manual,Used,8999,101.0,2013
170000,Volkswagen,Touran,Diesel,Manual,Used,8999,140.0,2013
195327,Ford,Galaxy,Diesel,Manual,Used,9000,140.0,2013
143316,Volkswagen,Touran,Gasoline,Automatic,Used,9000,140.0,2013
94000,Volkswagen,Golf Variant,Diesel,Manual,Used,9200,105.0,2013
77000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,9300,122.0,2013
45600,Ford,Fiesta,Gasoline,Manual,Used,8990,80.0,2014
230000,Opel,Vivaro,Diesel,Manual,Used,8990,140.0,2014
99756,Volkswagen,Polo,Gasoline,Manual,Used,8990,105.0,2014
133180,Volkswagen,Golf Variant,Diesel,Manual,Used,8990,105.0,2014
22700,Volkswagen,up!,Gasoline,Manual,Used,8990,60.0,2014
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8999,105.0,2014
197500,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,140.0,2014
53286,Skoda,Fabia,Gasoline,Manual,Used,9100,86.0,2014
55000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,9300,105.0,2014
77000,Volkswagen,Polo,Gasoline,Manual,Used,9300,90.0,2014
166000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9400,105.0,2014
55000,Ford,C-Max,Gasoline,Manual,Used,9450,101.0,2014
140000,Volkswagen,Golf Variant,Diesel,Automatic,Used,9990,110.0,2015
160000,Ford,Focus,Diesel,Automatic,Used,9999,120.0,2015
28238,Opel,Meriva,Gasoline,Manual,Used,10190,140.0,2015
114327,Opel,Insignia,Diesel,Automatic,Used,10200,131.0,2015
80575,Volkswagen,Polo,Diesel,Manual,Used,10299,105.0,2015
79987,Ford,B-Max,Gasoline,Automatic,Used,10444,105.0,2015
166554,Skoda,Superb,Diesel,Manual,Used,10490,170.0,2015
47295,Ford,C-Max,Gasoline,Manual,Used,10490,101.0,2015
90000,Opel,Insignia,Diesel,Manual,Used,10499,170.0,2015
118000,Volkswagen,Golf,Diesel,Manual,Used,10950,150.0,2015
87000,Volkswagen,Golf,Gasoline,Manual,Used,10950,110.0,2015
198000,Volkswagen,Passat Variant,Diesel,Manual,Used,8999,120.0,2016
86900,Ford,B-Max,Gasoline,Manual,Used,9380,101.0,2016
56617,Volkswagen,up!,Gasoline,Manual,Used,9440,90.0,2016
146148,Opel,Astra,Diesel,Manual,Used,9495,136.0,2016
106300,Opel,Astra,Diesel,Manual,Used,9499,160.0,2016
179200,Volkswagen,Passat Variant,Diesel,Manual,Used,9499,120.0,2016
63000,Opel,Adam,Gasoline,Manual,Used,9500,87.0,2016
93300,Opel,Astra,Diesel,Manual,Used,9680,110.0,2016
96999,Opel,Astra,Diesel,Manual,Used,9690,136.0,2016
100870,Volkswagen,up!,Gasoline,Manual,Used,6445,60.0,2017
35450,Skoda,Citigo,Gasoline,Manual,Used,6445,60.0,2017
65635,Volkswagen,up!,Gasoline,Manual,Used,6490,60.0,2017
35093,Volkswagen,up!,Gasoline,Manual,Used,6750,60.0,2017
118759,Ford,Fiesta,Diesel,Manual,Used,6990,95.0,2017
77403,Ford,Fiesta,Diesel,Manual,Used,7090,75.0,2017
51878,Volkswagen,Tiguan,Diesel,Automatic,Used,35490,239.0,2018
85200,Volkswagen,Amarok,Diesel,Automatic,Used,37700,224.0,2018
13710,Ford,Focus,Gasoline,Automatic,Used,26480,150.0,2019
22500,Ford,Focus,Gasoline,Automatic,Demonstration,26880,150.0,2019
34450,Volkswagen,Tiguan,Diesel,Automatic,Used,26980,150.0,2019
35950,Volkswagen,T-Roc,Diesel,Automatic,Used,27440,150.0,2019
41365,Volkswagen,Passat Variant,Diesel,Automatic,Used,27490,190.0,2019
8650,Ford,Kuga,Diesel,Automatic,Employee's car,28980,179.0,2019
17615,Skoda,Karoq,Gasoline,Automatic,Demonstration,28990,150.0,2019
9290,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179.0,2019
8650,Ford,Kuga,Diesel,Automatic,Employee's car,29980,179.0,2019
1060,Ford,Transit,Diesel,Manual,Used,30452,131.0,2019
25300,Volkswagen,Touareg,Diesel,Automatic,Used,66740,286.0,2020
19950,Volkswagen,T6 California,Diesel,Automatic,Used,70980,150.0,2020
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122.0,2011
132500,Volkswagen,Golf,Gasoline,Automatic,Used,7800,122.0,2011
123600,Ford,Focus,Gasoline,Manual,Used,7885,150.0,2011
95963,Opel,Astra,Gasoline,Manual,Used,7900,120.0,2011
131322,Volkswagen,Passat Variant,Gasoline,Manual,Used,7900,122.0,2011
228000,Volkswagen,Passat Variant,Diesel,Manual,Used,7900,170.0,2011
87216,Volkswagen,Golf,Gasoline,Manual,Used,7970,122.0,2011
120600,Ford,Focus,Gasoline,Manual,Used,7970,150.0,2011
119850,Volkswagen,Polo,Gasoline,Automatic,Used,7990,86.0,2011
154500,Volkswagen,Passat Variant,Gasoline,Manual,Used,7990,160.0,2011
92800,Renault,Megane,Gasoline,Manual,Used,7990,131.0,2011
118210,Volkswagen,Golf,Gasoline,Manual,Used,7990,160.0,2011
86000,Opel,Zafira,Gasoline,Manual,Used,7998,116.0,2011
188758,Volkswagen,Passat Variant,Diesel,Manual,Used,7999,140.0,2011
107001,Volkswagen,Passat,Gasoline,Manual,Used,7999,122.0,2011
81179,Ford,C-Max,Gasoline,Manual,Used,7900,105.0,2012
86747,Skoda,Fabia,Gasoline,Manual,Used,7900,86.0,2012
147500,Skoda,Superb,Diesel,Manual,Used,7900,140.0,2012
89400,Volkswagen,Golf Plus,Gasoline,Manual,Used,7980,122.0,2012
100000,Skoda,Octavia,Gasoline,Manual,Used,7980,122.0,2012
14300,Opel,Corsa,Gasoline,Automatic,Used,7990,101.0,2012
102000,Opel,Astra,Gasoline,Manual,Used,7990,179.0,2012
123000,Ford,Mondeo,Gasoline,Manual,Used,7990,160.0,2012
128000,Volkswagen,Passat,Gasoline,Manual,Used,7990,122.0,2012
91000,Volkswagen,Jetta,Gasoline,Manual,Used,7990,105.0,2012
110405,Volkswagen,Passat Variant,Gasoline,Manual,Used,7999,122.0,2012
35000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8500,105.0,2013
44700,Opel,Adam,Gasoline,Manual,Used,8500,69.0,2013
31000,Ford,Focus,Gasoline,Manual,Used,8679,125.0,2013
46000,Volkswagen,Polo,Gasoline,Manual,Used,8699,69.0,2013
50000,Ford,B-Max,Gasoline,Manual,Used,8699,101.0,2013
54689,Opel,Astra,Gasoline,Manual,Used,8740,140.0,2013
84000,Skoda,Yeti,Diesel,Manual,Used,8888,110.0,2013
48795,Skoda,Roomster,Gasoline,Automatic,Used,8899,105.0,2013
85320,Opel,Astra,Gasoline,Manual,Used,8900,140.0,2013
85183,Opel,Astra,Gasoline,Manual,Used,8898,140.0,2014
53795,Volkswagen,up!,Gasoline,Manual,Used,8900,60.0,2014
167000,Volkswagen,Golf,Diesel,Manual,Used,8950,110.0,2014
182150,Volkswagen,Golf,Gasoline,Manual,Used,8980,140.0,2014
49252,Ford,Focus,Gasoline,Manual,Used,8990,125.0,2014
124800,Opel,Meriva,Gasoline,Automatic,Used,8990,140.0,2014
91784,Ford,B-Max,Gasoline,Manual,Used,8990,101.0,2014
82500,Renault,Captur,Diesel,Manual,Used,8990,90.0,2014
27241,Renault,Megane,Diesel,Manual,Used,8990,110.0,2014
90173,Ford,Focus,Gasoline,Manual,Used,8990,101.0,2014
54210,Renault,Clio,Gasoline,Automatic,Used,8990,120.0,2014
68220,Skoda,Citigo,Gasoline,Manual,Used,8900,75.0,2015
62665,Opel,Corsa,Gasoline,Automatic,Used,8950,90.0,2015
172000,Volkswagen,Passat Variant,Diesel,Manual,Used,8990,120.0,2015
53000,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,8990,86.0,2015
175488,Ford,Mondeo,Diesel,Manual,Used,8990,120.0,2015
49249,Renault,Megane,Gasoline,Manual,Used,8990,132.0,2015
53000,Skoda,Fabia,-/- (Fuel),Manual,Used,8990,110.0,2015
285000,Skoda,Octavia,Diesel,Automatic,Used,9000,184.0,2015
87200,Renault,Scenic,Gasoline,Manual,Used,9250,132.0,2015
51833,Ford,Focus,Diesel,Manual,Used,9440,95.0,2015
88900,Volkswagen,Caddy,Gasoline,Manual,Used,9450,86.0,2015
33000,Renault,ZOE,Electric,Automatic,Used,8495,58.0,2016
36300,Renault,Clio,Gasoline,Manual,Used,8499,90.0,2016
36300,Renault,Clio,Gasoline,Manual,Used,8499,90.0,2016
36210,Renault,Clio,Gasoline,Manual,Used,8499,73.0,2016
101850,Opel,Meriva,Diesel,Manual,Used,8690,95.0,2016
98700,Opel,Astra,Diesel,Manual,Used,8770,110.0,2016
109859,Ford,Fiesta,Gasoline,Manual,Used,8840,125.0,2016
82000,Skoda,Fabia,Gasoline,Manual,Used,8850,110.0,2016
68300,Renault,Megane,Diesel,Manual,Used,8850,110.0,2016
57644,Skoda,Fabia,Gasoline,Manual,Used,8850,90.0,2016
110412,Opel,Astra,Diesel,Manual,Used,8880,95.0,2016
149889,Opel,Insignia,Diesel,Automatic,Used,8890,136.0,2016
138965,Volkswagen,Golf,Diesel,Manual,Used,8890,110.0,2016
69934,Skoda,Fabia,Diesel,Manual,Used,8890,90.0,2016
113000,Volkswagen,Golf Variant,Diesel,Manual,Used,8900,110.0,2016
79883,Ford,Fiesta,Gasoline,Manual,Used,7985,101.0,2017
78588,Skoda,Fabia,Gasoline,Manual,Used,7990,60.0,2017
63200,Renault,Clio,Gasoline,Manual,Used,7990,90.0,2017
29712,Renault,Twingo,Gasoline,Manual,Used,7990,69.0,2017
45401,Skoda,Citigo,Gasoline,Manual,Used,7990,75.0,2017
42341,Ford,Ka/Ka+,Gasoline,Manual,Used,7990,69.0,2017
28864,Renault,Clio,Gasoline,Manual,Used,7995,73.0,2017
46073,Ford,Fiesta,Gasoline,Manual,Used,8090,71.0,2017
6761,Volkswagen,Caddy,Gasoline,Manual,Used,19490,125.0,2018
44626,Skoda,Octavia,Gasoline,Manual,Used,19940,179.0,2018
29658,Opel,Grandland X,Diesel,Automatic,Used,21680,120.0,2018
86886,Volkswagen,Passat Variant,Diesel,Automatic,Used,24869,239.0,2018
37076,Skoda,Octavia,Gasoline,Automatic,Used,27890,245.0,2018
51136,Volkswagen,Touareg,Diesel,Automatic,Used,28780,204.0,2018
32900,Volkswagen,Passat Alltrack,Diesel,Automatic,Used,29990,190.0,2018
78000,Volkswagen,up!,Gasoline,Manual,Used,6490,60.0,2018
191533,Opel,Combo,Diesel,Manual,Used,6722,105.0,2018
84800,Skoda,Citigo,Gasoline,Manual,Used,6850,60.0,2018
62608,Volkswagen,up!,Gasoline,Manual,Used,6930,60.0,2018
24350,Volkswagen,Touareg,Diesel,Automatic,Used,56450,286.0,2019
15690,Volkswagen,Touareg,Diesel,Automatic,Employee's car,61950,286.0,2019
28744,Volkswagen,T6 California,Diesel,Automatic,Used,74990,199.0,2019
14500,Volkswagen,T6 California,Diesel,Automatic,Used,77905,199.0,2019
23864,Ford,Fiesta,Gasoline,Manual,Employee's car,12970,95.0,2020
25885,Ford,Fiesta,Gasoline,Manual,Employee's car,12980,95.0,2020
5,Renault,Clio,Gasoline,Manual,Pre-registered,12995,101.0,2020
19990,Ford,Fiesta,Gasoline,Manual,Employee's car,13330,95.0,2020
18805,Ford,EcoSport,Gasoline,Manual,Employee's car,14990,101.0,2020
9990,Ford,EcoSport,Gasoline,Manual,Employee's car,15490,101.0,2020
18365,Ford,EcoSport,Gasoline,Manual,Employee's car,15790,101.0,2020
23560,Ford,Fiesta,Gasoline,Manual,Employee's car,15880,125.0,2020
9990,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,15970,125.0,2020
6315,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,16450,125.0,2020
11570,Ford,Focus,Diesel,Manual,Employee's car,19390,150.0,2020
7360,Ford,Focus,Diesel,Manual,Employee's car,19790,150.0,2020
5050,Ford,Focus,Diesel,Manual,Employee's car,19970,150.0,2020
8125,Ford,Focus,Diesel,Manual,Employee's car,19990,150.0,2020
50,Ford,Puma,Gasoline,Manual,Pre-registered,19990,125.0,2020
5050,Ford,Focus,Diesel,Manual,Employee's car,20385,150.0,2020
234730,Opel,Astra,Diesel,Automatic,Used,3949,160.0,2011
368777,Volkswagen,Caddy,CNG,Manual,Used,3950,109.0,2011
130274,Ford,C-Max,Gasoline,Manual,Used,3950,150.0,2011
199726,Skoda,Roomster,Diesel,Manual,Used,3980,90.0,2011
178304,Ford,Focus,Diesel,Manual,Used,3990,109.0,2011
416000,Opel,Insignia,Diesel,Manual,Used,3990,160.0,2011
169500,Renault,Megane,Diesel,Manual,Used,3990,106.0,2011
199000,Opel,Astra,Diesel,Manual,Used,3999,110.0,2011
202000,Ford,Focus,Diesel,Manual,Used,3999,95.0,2011
131663,Ford,Fiesta,Gasoline,Manual,Used,4799,60.0,2012
137500,Volkswagen,up!,Gasoline,Manual,Used,4800,75.0,2012
81698,Volkswagen,up!,Gasoline,Manual,Used,4804,60.0,2012
87000,Opel,Corsa,Gasoline,Manual,Used,4850,69.0,2012
26147,Renault,Twingo,Gasoline,Manual,Used,4890,75.0,2012
119600,Ford,Fiesta,Gasoline,Manual,Used,4900,82.0,2012
322418,Skoda,Octavia,Diesel,Automatic,Used,4900,140.0,2012
52000,Ford,Fiesta,Gasoline,Automatic,Used,4900,97.0,2012
56000,Ford,Ka/Ka+,Gasoline,Manual,Used,4900,69.0,2012
215000,Ford,Focus,Diesel,Manual,Used,4900,116.0,2012
99000,Ford,Ka/Ka+,Gasoline,Manual,Used,4999,69.0,2013
68900,Ford,Ka/Ka+,Gasoline,Manual,Used,5100,69.0,2013
73350,Skoda,Citigo,Gasoline,Manual,Used,5180,60.0,2013
124000,Ford,Fiesta,Diesel,Manual,Used,5200,75.0,2013
162300,Opel,Adam,Gasoline,Manual,Used,5200,69.0,2013
58200,Ford,Fiesta,Gasoline,Manual,Used,5200,60.0,2013
78000,Ford,Ka/Ka+,Gasoline,Manual,Used,5250,69.0,2013
50500,Ford,Fiesta,Gasoline,Manual,Used,5990,60.0,2015
179850,Ford,Focus,Diesel,Manual,Used,5999,120.0,2015
54777,Ford,Fiesta,Gasoline,Manual,Used,5999,60.0,2015
37200,Skoda,Citigo,Gasoline,Manual,Used,6000,60.0,2015
118000,Skoda,Fabia,Diesel,Manual,Used,6000,90.0,2015
87370,Skoda,Fabia,Gasoline,Manual,Used,6199,86.0,2015
61880,Renault,Twingo,Gasoline,Manual,Used,6200,71.0,2015
132000,Ford,Fiesta,Diesel,Manual,Used,6250,95.0,2015
77559,Opel,Corsa,Gasoline,Manual,Used,6290,69.0,2015
42000,Ford,Kuga,Gasoline,Manual,Used,13790,120.0,2016
88250,Opel,Astra,Diesel,Manual,Used,14390,136.0,2016
106000,Opel,Zafira,Diesel,Automatic,Used,14750,170.0,2016
46100,Opel,Mokka,Diesel,Manual,Used,14950,136.0,2016
52500,Opel,Mokka,Diesel,Manual,Used,15250,136.0,2016
38500,Volkswagen,Touran,Gasoline,Manual,Used,16500,110.0,2016
136498,Ford,S-Max,Diesel,Automatic,Used,18450,179.0,2016
12600,Ford,Transit Custom,Diesel,Manual,Used,19900,155.0,2016
98500,Volkswagen,T6 Multivan,Diesel,Manual,Used,28850,102.0,2016
49000,Ford,Focus,Gasoline,Manual,Used,30900,349.0,2017
27000,Ford,Kuga,Diesel,Automatic,Used,31690,179.0,2017
27491,Ford,Focus,Gasoline,Manual,Used,32900,349.0,2017
45726,Ford,Edge,Diesel,Automatic,Used,34990,209.0,2018
18202,Ford,Edge,Diesel,Automatic,Used,34990,209.0,2018
42109,Volkswagen,Tiguan,Gasoline,Automatic,Used,36880,220.0,2018
10197,Volkswagen,Golf GTI,Gasoline,Automatic,Used,27480,245.0,2019
15243,Volkswagen,Golf GTI,Gasoline,Automatic,Used,27890,245.0,2019
14900,Ford,Galaxy,Diesel,Automatic,Used,27950,150.0,2019
28458,Renault,Talisman,Gasoline,Automatic,Used,28401,224.0,2019
34464,Volkswagen,Golf GTI,Gasoline,Automatic,Used,28450,245.0,2019
22422,Volkswagen,Tiguan,Gasoline,Automatic,Used,28480,190.0,2019
20302,Ford,Galaxy,Diesel,Manual,Used,28711,190.0,2019
17894,Volkswagen,T6.1 Transporter,Diesel,Manual,Used,28718,114.0,2019
13399,Volkswagen,Tiguan,Diesel,Manual,Used,28870,150.0,2019
10193,Ford,Kuga,Diesel,Automatic,Used,28950,179.0,2019
25929,Ford,Kuga,Diesel,Automatic,Used,28990,179.0,2019
17908,Ford,Puma,Gasoline,Manual,Employee's car,20750,125.0,2020
3437,Ford,EcoSport,Diesel,Manual,Used,20750,125.0,2020
4600,Renault,Megane,Gasoline,Manual,Demonstration,20780,140.0,2020
9466,Volkswagen,Golf,Gasoline,Manual,Demonstration,20900,131.0,2020
5962,Opel,Crossland X,Gasoline,Automatic,Used,20950,131.0,2020
7300,Ford,Puma,Gasoline,Manual,Employee's car,20950,125.0,2020
10,Ford,Fiesta,Electric/Gasoline,Manual,Demonstration,20950,125.0,2020
3800,Renault,Megane,Gasoline,Manual,Demonstration,20980,140.0,2020
3078,Ford,Puma,Gasoline,Manual,Employee's car,20999,125.0,2020
3352,Ford,EcoSport,Diesel,Manual,Used,21220,125.0,2020
2585,Ford,Puma,Gasoline,Manual,Employee's car,21298,125.0,2020
2248,Ford,Focus,Electric/Gasoline,Manual,Used,21450,125.0,2020
29,Ford,Puma,Gasoline,Automatic,Used,21490,125.0,2020
18595,Ford,Focus,Gasoline,Manual,Used,21490,150.0,2020
9306,Ford,Puma,Gasoline,Manual,Employee's car,21498,125.0,2020
125,Volkswagen,Tiguan,Diesel,Automatic,Employee's car,37980,150.0,2021
125,Volkswagen,Tiguan,Diesel,Automatic,Employee's car,37980,150.0,2021
12,Ford,Tourneo Custom,Diesel,Manual,Used,39850,185.0,2021
2500,Opel,Grandland X,Electric/Gasoline,Automatic,Used,40780,300.0,2021
10,Ford,Ranger,Diesel,Automatic,Used,40850,212.0,2021
177000,Renault,Megane,Diesel,Manual,Used,3990,90.0,2011
177000,Ford,Focus,Diesel,Manual,Used,3999,109.0,2011
69000,Renault,Clio,Gasoline,Manual,Used,3999,75.0,2011
162300,Opel,Astra,Gasoline,Manual,Used,3999,101.0,2011
500000,Volkswagen,Touran,Diesel,Manual,Used,3999,105.0,2011
181701,Opel,Meriva,Diesel,Manual,Used,3999,110.0,2011
434000,Skoda,Superb,Diesel,Automatic,Used,4200,170.0,2011
264038,Volkswagen,Golf,Diesel,Manual,Used,4490,105.0,2012
79000,Renault,Clio,Gasoline,Manual,Used,4490,75.0,2012
79500,Opel,Corsa,Gasoline,Manual,Used,4499,69.0,2012
75000,Ford,Fiesta,Gasoline,Manual,Used,4499,60.0,2012
98789,Opel,Corsa,Gasoline,Manual,Used,4499,87.0,2012
90000,Volkswagen,up!,Gasoline,Manual,Used,4500,60.0,2012
207000,Opel,Combo,Diesel,Manual,Used,4500,105.0,2012
153000,Skoda,Roomster,Diesel,Manual,Used,4500,75.0,2012
148000,Opel,Astra,Diesel,Manual,Used,4500,110.0,2012
65500,Opel,Corsa,Gasoline,Manual,Used,4500,69.0,2012
117000,Volkswagen,up!,Gasoline,Manual,Used,4500,75.0,2012
167500,Opel,Corsa,Diesel,Manual,Used,4500,131.0,2012
61700,Renault,Twingo,Gasoline,Manual,Used,4500,75.0,2012
155000,Renault,Megane,Gasoline,Manual,Used,4999,116.0,2013
155000,Renault,Megane,Gasoline,Manual,Used,4999,116.0,2013
124600,Skoda,Fabia,Gasoline,Manual,Used,4999,86.0,2013
109000,Opel,Corsa,Gasoline,Manual,Used,5150,87.0,2013
240000,Ford,Focus,Diesel,Manual,Used,5150,140.0,2013
77220,Renault,Megane,Gasoline,Manual,Used,5200,101.0,2013
235000,Skoda,Octavia,Diesel,Manual,Used,5250,105.0,2013
74000,Renault,Twingo,Gasoline,Manual,Used,5300,75.0,2013
96000,Opel,Corsa,Gasoline,Manual,Used,5300,69.0,2013
108900,Opel,Corsa,Gasoline,Manual,Used,5650,87.0,2014
36000,Skoda,Fabia,Gasoline,Manual,Used,5650,60.0,2014
125000,Skoda,Fabia,Diesel,Manual,Used,5700,75.0,2014
106700,Skoda,Fabia,Diesel,Manual,Used,5710,75.0,2014
90000,Skoda,Fabia,Diesel,Manual,Used,5750,75.0,2014
32000,Opel,Corsa,Gasoline,Manual,Used,5750,69.0,2014
32000,Opel,Corsa,Gasoline,Manual,Used,5750,69.0,2014
47765,Opel,Corsa,Gasoline,Manual,Used,5790,69.0,2014
102900,Ford,Fiesta,Gasoline,Manual,Used,5799,60.0,2014
97333,Ford,Fiesta,Gasoline,Manual,Used,5800,125.0,2014
93651,Volkswagen,up!,Gasoline,Manual,Used,5800,60.0,2014
53800,Volkswagen,up!,Gasoline,Manual,Used,5990,60.0,2015
64000,Skoda,Citigo,Gasoline,Manual,Used,5990,60.0,2015
278000,Volkswagen,Golf,Diesel,Manual,Used,5990,105.0,2015
55000,Renault,Twingo,Gasoline,Manual,Used,5990,71.0,2015
38000,Volkswagen,up!,Gasoline,Manual,Used,5999,60.0,2015
32000,Renault,Twingo,Gasoline,Manual,Used,5999,71.0,2015
54777,Ford,Fiesta,Gasoline,Manual,Used,5999,60.0,2015
85675,Volkswagen,up!,Gasoline,Manual,Used,5999,60.0,2015
118000,Skoda,Fabia,Diesel,Manual,Used,6000,90.0,2015
54500,Ford,Fiesta,Gasoline,Manual,Used,6100,82.0,2015
43447,Opel,Corsa,Gasoline,Manual,Used,6100,69.0,2015
50423,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
72072,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
52916,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
59950,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
44615,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
94250,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
86600,Volkswagen,Phaeton,Gasoline,Automatic,Used,34822,334.0,2016
36409,Volkswagen,Phaeton,Gasoline,Automatic,Used,35777,334.0,2016
108320,Volkswagen,Phaeton,Gasoline,Automatic,Used,35877,334.0,2016
61411,Volkswagen,Phaeton,Gasoline,Automatic,Used,43888,334.0,2016
171000,Opel,Zafira Tourer,Diesel,Automatic,Used,3299,131.0,2016
152612,Skoda,Citigo,Gasoline,Manual,Used,3799,60.0,2016
75419,Opel,Astra,Diesel,Manual,Used,13990,136.0,2018
24415,Ford,C-Max,Gasoline,Manual,Used,13990,101.0,2018
150000,Volkswagen,Passat Variant,Diesel,Automatic,Used,14510,150.0,2018
83526,Volkswagen,Golf,Diesel,Manual,Used,15950,116.0,2018
10448,Opel,Grandland X,Gasoline,Manual,Used,16790,131.0,2018
92435,Volkswagen,Golf,Diesel,Manual,Used,16950,116.0,2018
15878,Volkswagen,Golf,Gasoline,Automatic,Used,18450,125.0,2018
8982,Opel,Crossland X,Gasoline,Automatic,Used,18700,110.0,2018
60150,Volkswagen,Golf,Gasoline,Manual,Used,18950,125.0,2018
64424,Volkswagen,Golf,Diesel,Automatic,Used,19450,150.0,2018
25000,Ford,Transit Custom,Diesel,Manual,Demonstration,50247,170.0,2019
7146,Volkswagen,Touareg,Diesel,Automatic,Used,77960,421.0,2019
16162,Skoda,Kodiaq,Gasoline,Automatic,Used,33841,190.0,2020
12107,Volkswagen,Arteon,Gasoline,Automatic,Used,33908,190.0,2020
12851,Volkswagen,Passat Variant,Gasoline,Automatic,Used,33998,218.0,2020
9853,Volkswagen,Passat Variant,Electric/Gasoline,Automatic,Used,34390,218.0,2020
4183,Volkswagen,T-Roc,Gasoline,Automatic,Used,34420,150.0,2020
20238,Volkswagen,Sharan,Diesel,Automatic,Used,34720,150.0,2020
50,Skoda,Octavia,Gasoline,Automatic,Pre-registered,34745,245.0,2020
3500,Volkswagen,Passat,-/- (Fuel),Automatic,Used,34900,156.0,2020
9190,Volkswagen,ID.3,Electric,Automatic,Used,34920,204.0,2020
5681,Skoda,Kodiaq,Gasoline,Automatic,Used,34928,190.0,2020
6000,Ford,Mondeo,Gasoline,Automatic,Demonstration,34950,165.0,2020
8000,Ford,Kuga,Electric/Gasoline,Automatic,Used,34950,224.0,2020
5000,Volkswagen,Arteon,Diesel,Automatic,Demonstration,56555,200.0,2021
15,Volkswagen,T6.1 Multivan,Diesel,Automatic,Used,64808,204.0,2021
1944,Volkswagen,Arteon,Gasoline,Automatic,Demonstration,64900,280.0,2021
4900,Volkswagen,Tiguan,Gasoline,Automatic,Demonstration,64980,320.0,2021
5000,Volkswagen,T6 Multivan,Diesel,Automatic,Demonstration,69555,204.0,2021
15,Volkswagen,T6.1 California,Diesel,Automatic,Used,71705,150.0,2021
156459,Ford,Mondeo,Gasoline,Manual,Used,7745,160.0,2011
229000,Volkswagen,Touran,Diesel,Automatic,Used,7750,170.0,2011
152000,Volkswagen,Touran,Gasoline,Manual,Used,7799,140.0,2011
133000,Volkswagen,Touran,Gasoline,Manual,Used,7900,105.0,2011
125700,Ford,Grand C-Max,Gasoline,Manual,Used,7900,125.0,2011
126000,Volkswagen,Golf Plus,Diesel,Automatic,Used,7900,140.0,2011
101655,Volkswagen,Golf Plus,Gasoline,Automatic,Used,7980,122.0,2011
69598,Ford,Fiesta,Gasoline,Manual,Used,7990,135.0,2011
147000,Volkswagen,Passat,Gasoline,Manual,Used,8200,122.0,2011
77600,Opel,Astra,Gasoline,Manual,Used,8600,140.0,2012
205764,Volkswagen,Tiguan,Diesel,Automatic,Used,8600,140.0,2012
99769,Opel,Antara,Diesel,Manual,Used,8880,163.0,2012
57300,Volkswagen,Golf Plus,Gasoline,Automatic,Used,8900,105.0,2012
